Player,deciles,variable,type_variable
Raphael Guzzo,70,Fouls per 90,Defense
Raphael Guzzo,13,Aerial duels per 90,Defense
Raphael Guzzo,80,Passes to final third per 90,Buildup
Raphael Guzzo,68,Long passes per 90,Buildup
Raphael Guzzo,74,Progressive passes per 90,Buildup
Raphael Guzzo,53,Crosses per 90,Buildup
Raphael Guzzo,29,Progressive runs per 90,Buildup
Raphael Guzzo,33,Dribbles per 90,Chance creation
Raphael Guzzo,51,Touches in box per 90,Chance creation
Raphael Guzzo,83,Through passes per 90,Chance creation
Raphael Guzzo,50,Shots per 90,Positioning
Raphael Guzzo,56,Crosses to goalie box per 90,Buildup
Raphael Guzzo,63,Passes to penalty area per 90,Chance creation
Raphael Guzzo,80,Back passes per 90,Positioning
Raphael Guzzo,77,Lateral passes per 90,Positioning
Francisco Geraldes,26,Interceptions per 90,Defense
Francisco Geraldes,99,Sliding tackles per 90,Defense
Francisco Geraldes,27,Shots blocked per 90,Defense
Francisco Geraldes,39,Fouls per 90,Defense
Francisco Geraldes,15,Aerial duels per 90,Defense
Francisco Geraldes,74,Passes to final third per 90,Buildup
Francisco Geraldes,52,Long passes per 90,Buildup
Francisco Geraldes,42,Progressive passes per 90,Buildup
Francisco Geraldes,35,Crosses per 90,Buildup
Francisco Geraldes,84,Progressive runs per 90,Buildup
Francisco Geraldes,84,Dribbles per 90,Chance creation
Francisco Geraldes,55,Touches in box per 90,Chance creation
Francisco Geraldes,97,Through passes per 90,Chance creation
Francisco Geraldes,78,Shots per 90,Positioning
Francisco Geraldes,47,Crosses to goalie box per 90,Buildup
Francisco Geraldes,71,Passes to penalty area per 90,Chance creation
Francisco Geraldes,61,Back passes per 90,Positioning
Francisco Geraldes,37,Lateral passes per 90,Positioning
A. Ruiz,21,Interceptions per 90,Defense
A. Ruiz,72,Sliding tackles per 90,Defense
A. Ruiz,20,Shots blocked per 90,Defense
A. Ruiz,94,Fouls per 90,Defense
A. Ruiz,93,Aerial duels per 90,Defense
A. Ruiz,87,Passes to final third per 90,Buildup
A. Ruiz,86,Long passes per 90,Buildup
A. Ruiz,51,Progressive passes per 90,Buildup
A. Ruiz,47,Crosses per 90,Buildup
A. Ruiz,49,Progressive runs per 90,Buildup
A. Ruiz,72,Dribbles per 90,Chance creation
A. Ruiz,32,Touches in box per 90,Chance creation
A. Ruiz,98,Through passes per 90,Chance creation
A. Ruiz,88,Shots per 90,Positioning
A. Ruiz,41,Crosses to goalie box per 90,Buildup
A. Ruiz,70,Passes to penalty area per 90,Chance creation
A. Ruiz,84,Back passes per 90,Positioning
A. Ruiz,69,Lateral passes per 90,Positioning
Tiago Esgaio,70,Interceptions per 90,Defense
Tiago Esgaio,50,Sliding tackles per 90,Defense
Tiago Esgaio,67,Shots blocked per 90,Defense
Tiago Esgaio,37,Fouls per 90,Defense
Tiago Esgaio,62,Aerial duels per 90,Defense
Tiago Esgaio,62,Passes to final third per 90,Buildup
Tiago Esgaio,92,Long passes per 90,Buildup
Tiago Esgaio,77,Progressive passes per 90,Buildup
Tiago Esgaio,75,Crosses per 90,Buildup
Tiago Esgaio,21,Progressive runs per 90,Buildup
Tiago Esgaio,11,Dribbles per 90,Chance creation
Tiago Esgaio,52,Touches in box per 90,Chance creation
Tiago Esgaio,74,Through passes per 90,Chance creation
Tiago Esgaio,30,Shots per 90,Positioning
Tiago Esgaio,74,Crosses to goalie box per 90,Buildup
Tiago Esgaio,65,Passes to penalty area per 90,Chance creation
Tiago Esgaio,46,Back passes per 90,Positioning
Tiago Esgaio,31,Lateral passes per 90,Positioning
M. Sylla,49,Interceptions per 90,Defense
M. Sylla,54,Sliding tackles per 90,Defense
M. Sylla,49,Shots blocked per 90,Defense
M. Sylla,77,Fouls per 90,Defense
M. Sylla,26,Aerial duels per 90,Defense
M. Sylla,74,Passes to final third per 90,Buildup
M. Sylla,54,Long passes per 90,Buildup
M. Sylla,47,Progressive passes per 90,Buildup
M. Sylla,60,Crosses per 90,Buildup
M. Sylla,69,Progressive runs per 90,Buildup
M. Sylla,67,Dribbles per 90,Chance creation
M. Sylla,50,Touches in box per 90,Chance creation
M. Sylla,83,Through passes per 90,Chance creation
M. Sylla,68,Shots per 90,Positioning
M. Sylla,21,Crosses to goalie box per 90,Buildup
M. Sylla,69,Passes to penalty area per 90,Chance creation
M. Sylla,81,Back passes per 90,Positioning
M. Sylla,51,Lateral passes per 90,Positioning
Rui Pires,54,Interceptions per 90,Defense
Rui Pires,99,Sliding tackles per 90,Defense
Rui Pires,87,Shots blocked per 90,Defense
Rui Pires,95,Fouls per 90,Defense
Rui Pires,14,Aerial duels per 90,Defense
Rui Pires,62,Passes to final third per 90,Buildup
Rui Pires,63,Long passes per 90,Buildup
Rui Pires,45,Progressive passes per 90,Buildup
Rui Pires,17,Crosses per 90,Buildup
Rui Pires,2,Progressive runs per 90,Buildup
Rui Pires,6,Dribbles per 90,Chance creation
Rui Pires,6,Touches in box per 90,Chance creation
Rui Pires,49,Through passes per 90,Chance creation
Rui Pires,3,Shots per 90,Positioning
Rui Pires,29,Crosses to goalie box per 90,Buildup
Rui Pires,17,Passes to penalty area per 90,Chance creation
Rui Pires,39,Back passes per 90,Positioning
Rui Pires,77,Lateral passes per 90,Positioning
Kiki,88,Interceptions per 90,Defense
Kiki,89,Sliding tackles per 90,Defense
Kiki,84,Shots blocked per 90,Defense
Kiki,79,Fouls per 90,Defense
Kiki,60,Aerial duels per 90,Defense
Kiki,82,Passes to final third per 90,Buildup
Kiki,91,Long passes per 90,Buildup
Kiki,94,Progressive passes per 90,Buildup
Kiki,88,Crosses per 90,Buildup
Kiki,34,Progressive runs per 90,Buildup
Kiki,46,Dribbles per 90,Chance creation
Kiki,46,Touches in box per 90,Chance creation
Kiki,83,Through passes per 90,Chance creation
Kiki,46,Shots per 90,Positioning
Kiki,70,Crosses to goalie box per 90,Buildup
Kiki,83,Passes to penalty area per 90,Chance creation
Kiki,22,Back passes per 90,Positioning
Kiki,37,Lateral passes per 90,Positioning
Afonso Taira,79,Interceptions per 90,Defense
Afonso Taira,48,Sliding tackles per 90,Defense
Afonso Taira,54,Shots blocked per 90,Defense
Afonso Taira,97,Fouls per 90,Defense
Afonso Taira,32,Aerial duels per 90,Defense
Afonso Taira,82,Passes to final third per 90,Buildup
Afonso Taira,58,Long passes per 90,Buildup
Afonso Taira,70,Progressive passes per 90,Buildup
Afonso Taira,33,Crosses per 90,Buildup
Afonso Taira,38,Progressive runs per 90,Buildup
Afonso Taira,66,Dribbles per 90,Chance creation
Afonso Taira,15,Touches in box per 90,Chance creation
Afonso Taira,94,Through passes per 90,Chance creation
Afonso Taira,30,Shots per 90,Positioning
Afonso Taira,53,Crosses to goalie box per 90,Buildup
Afonso Taira,52,Passes to penalty area per 90,Chance creation
Afonso Taira,34,Back passes per 90,Positioning
Afonso Taira,55,Lateral passes per 90,Positioning
I. Camará,50,Interceptions per 90,Defense
I. Camará,1,Sliding tackles per 90,Defense
I. Camará,70,Shots blocked per 90,Defense
I. Camará,38,Fouls per 90,Defense
I. Camará,69,Aerial duels per 90,Defense
I. Camará,81,Passes to final third per 90,Buildup
I. Camará,56,Long passes per 90,Buildup
I. Camará,49,Progressive passes per 90,Buildup
I. Camará,66,Crosses per 90,Buildup
I. Camará,41,Progressive runs per 90,Buildup
I. Camará,58,Dribbles per 90,Chance creation
I. Camará,50,Touches in box per 90,Chance creation
I. Camará,76,Through passes per 90,Chance creation
I. Camará,54,Shots per 90,Positioning
I. Camará,87,Crosses to goalie box per 90,Buildup
I. Camará,69,Passes to penalty area per 90,Chance creation
I. Camará,47,Back passes per 90,Positioning
I. Camará,46,Lateral passes per 90,Positioning
Bruno Lourenço,25,Interceptions per 90,Defense
Bruno Lourenço,83,Sliding tackles per 90,Defense
Bruno Lourenço,12,Shots blocked per 90,Defense
Bruno Lourenço,88,Fouls per 90,Defense
Bruno Lourenço,22,Aerial duels per 90,Defense
Bruno Lourenço,40,Passes to final third per 90,Buildup
Bruno Lourenço,37,Long passes per 90,Buildup
Bruno Lourenço,34,Progressive passes per 90,Buildup
Bruno Lourenço,68,Crosses per 90,Buildup
Bruno Lourenço,52,Progressive runs per 90,Buildup
Bruno Lourenço,69,Dribbles per 90,Chance creation
Bruno Lourenço,61,Touches in box per 90,Chance creation
Bruno Lourenço,59,Through passes per 90,Chance creation
Bruno Lourenço,61,Shots per 90,Positioning
Bruno Lourenço,55,Crosses to goalie box per 90,Buildup
Bruno Lourenço,56,Passes to penalty area per 90,Chance creation
Bruno Lourenço,51,Back passes per 90,Positioning
Bruno Lourenço,29,Lateral passes per 90,Positioning
B. Mukendi,46,Interceptions per 90,Defense
B. Mukendi,88,Sliding tackles per 90,Defense
B. Mukendi,49,Shots blocked per 90,Defense
B. Mukendi,49,Fouls per 90,Defense
B. Mukendi,23,Aerial duels per 90,Defense
B. Mukendi,60,Passes to final third per 90,Buildup
B. Mukendi,25,Long passes per 90,Buildup
B. Mukendi,19,Progressive passes per 90,Buildup
B. Mukendi,27,Crosses per 90,Buildup
B. Mukendi,52,Progressive runs per 90,Buildup
B. Mukendi,69,Dribbles per 90,Chance creation
B. Mukendi,4,Touches in box per 90,Chance creation
B. Mukendi,20,Through passes per 90,Chance creation
B. Mukendi,21,Shots per 90,Positioning
B. Mukendi,21,Crosses to goalie box per 90,Buildup
B. Mukendi,38,Passes to penalty area per 90,Chance creation
B. Mukendi,36,Back passes per 90,Positioning
B. Mukendi,57,Lateral passes per 90,Positioning
B. Milovanov,96,Interceptions per 90,Defense
B. Milovanov,30,Sliding tackles per 90,Defense
B. Milovanov,47,Shots blocked per 90,Defense
B. Milovanov,74,Fouls per 90,Defense
B. Milovanov,36,Aerial duels per 90,Defense
B. Milovanov,46,Passes to final third per 90,Buildup
B. Milovanov,93,Long passes per 90,Buildup
B. Milovanov,80,Progressive passes per 90,Buildup
B. Milovanov,56,Crosses per 90,Buildup
B. Milovanov,35,Progressive runs per 90,Buildup
B. Milovanov,50,Dribbles per 90,Chance creation
B. Milovanov,27,Touches in box per 90,Chance creation
B. Milovanov,47,Through passes per 90,Chance creation
B. Milovanov,6,Shots per 90,Positioning
B. Milovanov,62,Crosses to goalie box per 90,Buildup
B. Milovanov,36,Passes to penalty area per 90,Chance creation
B. Milovanov,56,Back passes per 90,Positioning
B. Milovanov,27,Lateral passes per 90,Positioning
João Gamboa,72,Interceptions per 90,Defense
João Gamboa,79,Sliding tackles per 90,Defense
João Gamboa,97,Shots blocked per 90,Defense
João Gamboa,91,Fouls per 90,Defense
João Gamboa,57,Aerial duels per 90,Defense
João Gamboa,42,Passes to final third per 90,Buildup
João Gamboa,50,Long passes per 90,Buildup
João Gamboa,39,Progressive passes per 90,Buildup
João Gamboa,16,Crosses per 90,Buildup
João Gamboa,5,Progressive runs per 90,Buildup
João Gamboa,17,Dribbles per 90,Chance creation
João Gamboa,15,Touches in box per 90,Chance creation
João Gamboa,26,Through passes per 90,Chance creation
João Gamboa,30,Shots per 90,Positioning
João Gamboa,21,Crosses to goalie box per 90,Buildup
João Gamboa,25,Passes to penalty area per 90,Chance creation
João Gamboa,29,Back passes per 90,Positioning
João Gamboa,42,Lateral passes per 90,Positioning
Oriol Busquets,84,Interceptions per 90,Defense
Oriol Busquets,65,Sliding tackles per 90,Defense
Oriol Busquets,55,Shots blocked per 90,Defense
Oriol Busquets,62,Fouls per 90,Defense
Oriol Busquets,23,Aerial duels per 90,Defense
Oriol Busquets,64,Passes to final third per 90,Buildup
Oriol Busquets,49,Long passes per 90,Buildup
Oriol Busquets,42,Progressive passes per 90,Buildup
Oriol Busquets,15,Crosses per 90,Buildup
Oriol Busquets,10,Progressive runs per 90,Buildup
Oriol Busquets,23,Dribbles per 90,Chance creation
Oriol Busquets,1,Touches in box per 90,Chance creation
Oriol Busquets,7,Through passes per 90,Chance creation
Oriol Busquets,8,Shots per 90,Positioning
Oriol Busquets,21,Crosses to goalie box per 90,Buildup
Oriol Busquets,13,Passes to penalty area per 90,Chance creation
Oriol Busquets,46,Back passes per 90,Positioning
Oriol Busquets,84,Lateral passes per 90,Positioning
Paulo Estrela,93,Interceptions per 90,Defense
Paulo Estrela,46,Sliding tackles per 90,Defense
Paulo Estrela,64,Shots blocked per 90,Defense
Paulo Estrela,80,Fouls per 90,Defense
Paulo Estrela,18,Aerial duels per 90,Defense
Paulo Estrela,94,Passes to final third per 90,Buildup
Paulo Estrela,88,Long passes per 90,Buildup
Paulo Estrela,85,Progressive passes per 90,Buildup
Paulo Estrela,46,Crosses per 90,Buildup
Paulo Estrela,14,Progressive runs per 90,Buildup
Paulo Estrela,12,Dribbles per 90,Chance creation
Paulo Estrela,2,Touches in box per 90,Chance creation
Paulo Estrela,74,Through passes per 90,Chance creation
Paulo Estrela,38,Shots per 90,Positioning
Paulo Estrela,60,Crosses to goalie box per 90,Buildup
Paulo Estrela,48,Passes to penalty area per 90,Chance creation
Paulo Estrela,42,Back passes per 90,Positioning
Paulo Estrela,81,Lateral passes per 90,Positioning
I. Soro,68,Interceptions per 90,Defense
I. Soro,74,Sliding tackles per 90,Defense
I. Soro,78,Shots blocked per 90,Defense
I. Soro,97,Fouls per 90,Defense
I. Soro,40,Aerial duels per 90,Defense
I. Soro,47,Passes to final third per 90,Buildup
I. Soro,43,Long passes per 90,Buildup
I. Soro,25,Progressive passes per 90,Buildup
I. Soro,17,Crosses per 90,Buildup
I. Soro,20,Progressive runs per 90,Buildup
I. Soro,43,Dribbles per 90,Chance creation
I. Soro,1,Touches in box per 90,Chance creation
I. Soro,42,Through passes per 90,Chance creation
I. Soro,9,Shots per 90,Positioning
I. Soro,21,Crosses to goalie box per 90,Buildup
I. Soro,18,Passes to penalty area per 90,Chance creation
I. Soro,70,Back passes per 90,Positioning
I. Soro,68,Lateral passes per 90,Positioning
S. Beltrame,28,Interceptions per 90,Defense
S. Beltrame,70,Sliding tackles per 90,Defense
S. Beltrame,43,Shots blocked per 90,Defense
S. Beltrame,13,Fouls per 90,Defense
S. Beltrame,4,Aerial duels per 90,Defense
S. Beltrame,32,Passes to final third per 90,Buildup
S. Beltrame,24,Long passes per 90,Buildup
S. Beltrame,26,Progressive passes per 90,Buildup
S. Beltrame,49,Crosses per 90,Buildup
S. Beltrame,51,Progressive runs per 90,Buildup
S. Beltrame,68,Dribbles per 90,Chance creation
S. Beltrame,24,Touches in box per 90,Chance creation
S. Beltrame,25,Through passes per 90,Chance creation
S. Beltrame,66,Shots per 90,Positioning
S. Beltrame,58,Crosses to goalie box per 90,Buildup
S. Beltrame,33,Passes to penalty area per 90,Chance creation
S. Beltrame,42,Back passes per 90,Positioning
S. Beltrame,32,Lateral passes per 90,Positioning
Diogo Mendes,47,Interceptions per 90,Defense
Diogo Mendes,91,Sliding tackles per 90,Defense
Diogo Mendes,38,Shots blocked per 90,Defense
Diogo Mendes,91,Fouls per 90,Defense
Diogo Mendes,55,Aerial duels per 90,Defense
Diogo Mendes,58,Passes to final third per 90,Buildup
Diogo Mendes,32,Long passes per 90,Buildup
Diogo Mendes,25,Progressive passes per 90,Buildup
Diogo Mendes,29,Crosses per 90,Buildup
Diogo Mendes,26,Progressive runs per 90,Buildup
Diogo Mendes,36,Dribbles per 90,Chance creation
Diogo Mendes,28,Touches in box per 90,Chance creation
Diogo Mendes,19,Through passes per 90,Chance creation
Diogo Mendes,8,Shots per 90,Positioning
Diogo Mendes,21,Crosses to goalie box per 90,Buildup
Diogo Mendes,27,Passes to penalty area per 90,Chance creation
Diogo Mendes,22,Back passes per 90,Positioning
Diogo Mendes,49,Lateral passes per 90,Positioning
J. Holsgrove,41,Interceptions per 90,Defense
J. Holsgrove,75,Sliding tackles per 90,Defense
J. Holsgrove,27,Shots blocked per 90,Defense
J. Holsgrove,90,Fouls per 90,Defense
J. Holsgrove,2,Aerial duels per 90,Defense
J. Holsgrove,76,Passes to final third per 90,Buildup
J. Holsgrove,56,Long passes per 90,Buildup
J. Holsgrove,40,Progressive passes per 90,Buildup
J. Holsgrove,59,Crosses per 90,Buildup
J. Holsgrove,57,Progressive runs per 90,Buildup
J. Holsgrove,66,Dribbles per 90,Chance creation
J. Holsgrove,55,Touches in box per 90,Chance creation
J. Holsgrove,74,Through passes per 90,Chance creation
J. Holsgrove,72,Shots per 90,Positioning
J. Holsgrove,35,Crosses to goalie box per 90,Buildup
J. Holsgrove,59,Passes to penalty area per 90,Chance creation
J. Holsgrove,91,Back passes per 90,Positioning
J. Holsgrove,64,Lateral passes per 90,Positioning
MT,71,Interceptions per 90,Defense
MT,59,Sliding tackles per 90,Defense
MT,43,Shots blocked per 90,Defense
MT,32,Fouls per 90,Defense
MT,74,Aerial duels per 90,Defense
MT,62,Passes to final third per 90,Buildup
MT,65,Long passes per 90,Buildup
MT,66,Progressive passes per 90,Buildup
MT,75,Crosses per 90,Buildup
MT,37,Progressive runs per 90,Buildup
MT,73,Dribbles per 90,Chance creation
MT,31,Touches in box per 90,Chance creation
MT,55,Through passes per 90,Chance creation
MT,51,Shots per 90,Positioning
MT,58,Crosses to goalie box per 90,Buildup
MT,61,Passes to penalty area per 90,Chance creation
MT,49,Back passes per 90,Positioning
MT,24,Lateral passes per 90,Positioning
Val,31,Interceptions per 90,Defense
Val,65,Sliding tackles per 90,Defense
Val,54,Shots blocked per 90,Defense
Val,98,Fouls per 90,Defense
Val,21,Aerial duels per 90,Defense
Val,99,Passes to final third per 90,Buildup
Val,88,Long passes per 90,Buildup
Val,99,Progressive passes per 90,Buildup
Val,50,Crosses per 90,Buildup
Val,45,Progressive runs per 90,Buildup
Val,66,Dribbles per 90,Chance creation
Val,3,Touches in box per 90,Chance creation
Val,99,Through passes per 90,Chance creation
Val,65,Shots per 90,Positioning
Val,41,Crosses to goalie box per 90,Buildup
Val,73,Passes to penalty area per 90,Chance creation
Val,56,Back passes per 90,Positioning
Val,87,Lateral passes per 90,Positioning
Paulo Henrique,66,Interceptions per 90,Defense
Paulo Henrique,22,Sliding tackles per 90,Defense
Paulo Henrique,58,Shots blocked per 90,Defense
Paulo Henrique,94,Fouls per 90,Defense
Paulo Henrique,88,Aerial duels per 90,Defense
Paulo Henrique,77,Passes to final third per 90,Buildup
Paulo Henrique,76,Long passes per 90,Buildup
Paulo Henrique,88,Progressive passes per 90,Buildup
